"voxel_id","lon","lat","PC1","PC2","PC3","bin_PC1","bin_PC2","bin_PC3"
"4_2_6",6.81339,44.13771,-3.38745435709865,-3.08371516732387,-1.07194296172933,4,2,6
"4_2_6",6.38436,44.33913,-4.05460351256825,-2.63605523871251,-1.59172065907225,4,2,6
"4_2_6",6.17288,44.32516,-4.11560520978756,-2.76987483913618,-1.41846182079343,4,2,6
"2_1_7",7.31257,44.11919,-7.85245806747427,-4.40823620810237,-0.657875424702757,2,1,7
"2_1_7",7.18781,44.12404,-7.85090507402425,-4.33410722657795,-0.767920691888318,2,1,7
"2_1_7",6.80559,44.1788,-8.03341608290363,-4.09994672246838,-0.89196591746648,2,1,7
"7_3_7",5.68493,44.0811,0.832489595778461,-1.99680815609273,-0.937964821742158,7,3,7
"7_3_7",5.45818,43.9218,0.845768439230033,-2.10568000846506,-0.910893829413358,7,3,7
"7_3_7",5.68069,43.99115,2.07481739710375,-1.87418910269703,-0.821032485424245,7,3,7
"6_3_7",5.64983,44.02696,0.254511176396175,-2.09191123491268,-0.93161115622511,6,3,7
"6_3_7",4.10477,49.9428,-1.14766389994316,-2.18783351266462,-0.298233866888893,6,3,7
"5_3_6",6.19912,44.33753,-1.66077243453189,-2.01312156739955,-1.76484640081028,5,3,6
"5_3_6",6.34758,45.25676,-3.19407889938369,-1.70378993570552,-1.82659893418423,5,3,6
"5_3_6",6.17462,46.14048,-1.38876522519814,-1.45391986070413,-1.76761284342759,5,3,6
"5_3_6",6.32443,44.33382,-2.13926205511439,-2.11201005592341,-1.78191654752896,5,3,6
"5_3_6",5.54764,44.60675,-1.84233346746015,-1.98370698710514,-1.67734957524005,5,3,6
"9_4_8",1.47334,44.24003,4.55308898530676,-1.19359926364183,0.671170201910954,9,4,8
"9_4_8",1.45328,43.56305,4.59221563755894,-1.25486343410751,0.722098464205654,9,4,8
"9_4_8",2.06897,43.75004,4.88947560237921,-1.35497389457185,0.349951959529274,9,4,8
"7_8_7",18.073678,46.152916,1.80551643339036,2.94487023618028,-0.632925631284217,7,8,7
"4_3_6",5.58466,44.6239,-3.3759986175007,-2.32925397228324,-1.62273879982429,4,3,6
"4_3_6",6.62276,45.56366,-4.69871931484519,-2.20180237196108,-1.8543669867761,4,3,6
"4_3_6",6.42784,46.04298,-3.90536295900779,-2.05245334289017,-1.65543613045864,4,3,6
"5_7_7",12.019472,48.94849,-1.59111068028194,1.97661000734557,-0.746687960413097,5,7,7
"5_7_7",11.958226,49.174934,-1.64487141023358,1.9018776703011,-0.671573958588361,5,7,7
"5_7_7",11.958231,49.024938,-1.81255405683824,1.84127034614033,-0.675085989049984,5,7,7
"5_7_7",10.624847,50.474941,-1.84961773906141,1.77825634085032,-0.348179250310854,5,7,7
"5_7_7",10.958194,50.324941,-1.57863879955162,2.00481361256625,-0.275203720420397,5,7,7
"7_5_9",3.31949,45.8059,2.44125182196469,0.611902393037263,1.29367269551754,7,5,9
"7_5_9",3.5416,49.27251,0.71442270629832,0.0261729824971209,1.02143293744047,7,5,9
"7_5_9",3.16516,45.59226,1.48115692885406,0.313767442881888,1.32426909928171,7,5,9
"7_5_9",3.38702,49.17403,0.659364808304951,-0.0249114251914678,1.034747493933,7,5,9
"7_5_9",3.56115,49.24194,0.571865465331366,0.00884279874571117,0.991190969674576,7,5,9
"8_6_7",11.691561,45.263117,3.54185947488851,0.756742408554801,-0.337012258820447,8,6,7
"6_6_8",9.124807,48.924899,0.190320358738301,1.13478199275044,0.755410264211129,6,6,8
